;Nom;Adresse;Telephone;Site_web;Description;Lieu_proche;Airport;Langue;Avantage;Etoiles
64;Hilton Garden Inn Tanger City Center;Place du Maghreb Arab, Tanger (Tanja) 90000 Maroc;tel:0033800907546;https://www.tripadvisor.fr/Commerce?p=TABAIndependentHotels&src=139923397&geo=8672446&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=899440&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=255797619&managed=false&capped=false&gosox=UesAOQ-3U6srp7y5lRpA4fY37RBGMg15qEprW9htWNg6QcaDIdoeaStH9X1x6fcbtTBJMWLqDYB4ZNe5zmZDb_pLE-T1IN7mOwq9RAlqHlTE0dNvmCCrG39KUKBP7FOF&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&dated=true&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=1&cs=14170cab88b97fcb1393888377102c7b3&ba_uid=c24c98c4-278e-4f39-a1b3-189287eb3196;"Bienvenue à l'Hilton Garden Inn Tanger City Center, votre second chez vous à Tanger (Tanja). L'Hilton Garden Inn Tanger City Center met tout en œuvre pour rendre votre séjour aussi agréable et relaxant que possible. C'est la raison pour laquelle autant de clients reviennent chaque année.
Tous près de monuments populaires comme Terrasse des Paresseux (2,3 km) et Punta Malabata (2,4 km), l'Hilton Garden Inn Tanger City Center est le point de départ parfait pour partir à la découverte de Tanger (Tanja).";, Mesana Restaurante 4 min, Kandinsky Plaza 4 min, Restaurant Annajma 10 min, Nono Lounge Restaurant 5 min, Tangier Beach 10 min, Villa Harris Park 7 min, VIVA MARRUECOS 7 min, Bouhendia Beach 12 min;", Boukhalef Airport13 km
Voir tous les vols, Sania Ramel Airport48 km
Voir tous les vols";Français, Anglais, Espagnol, Arabe;, Parking gratuit, Internet haut débit gratuit (Wi-Fi), Centre de remise en forme/Salle de sport, Bar/lounge, Équipements de jeux pour enfants en plein air, Navette aéroport, Centre d'affaires avec accès Internet, Salles de conférence, Climatisation, Service de ménage, Service en chambre, Coffre-fort, Eau en bouteille, Service de réveil/réveil-matin, Réfrigérateur, Télévision à écran plat, Vue sur l'océan, Vue sur la ville, Chambres non-fumeurs, Suites, Chambres familiales, Chambres fumeurs disponibles;3,0 5 étoiles
65;Hilton Tangier Al Houara Resort & Spa;Km 19. 8 National Route 1, Tanger (Tanja) 90100 Maroc;tel:0033800907546;https://www.tripadvisor.fr/Commerce?p=TABAIndependentHotels&src=143345190&geo=15132641&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=899440&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=255797639&managed=false&capped=false&gosox=UesAOQ-3U6srp7y5lRpA4fY37RBGMg15qEprW9htWNg6QcaDIdoeaStH9X1x6fcbtTBJMWLqDYB4ZNe5zmZDbyzzuNOyoeSdUh8C0hFP-dVSdk_J_bsBR4i8RH47mANK&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&dated=true&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=1&cs=13b035e368805f977b182e2b3ee792d5f&ba_uid=b3a1aa66-a89e-4e10-8992-45c751bd3bcc;null;, L'Olivier Restaurant 1 min, Restaurant L'Ocean 8.9 km, Chez Abdou 16 min, Restaurant O'box 3.3 km;", Boukhalef Airport7 km
Voir tous les vols, Sania Ramel Airport60 km
Voir tous les vols";Français, Anglais, Russe, Espagnol et 2 autres;, Parking gratuit, Internet haut débit gratuit (Wi-Fi), Piscine, Centre de remise en forme/Salle de sport, Bar/lounge, Plage, Terrain de golf, Babysitting, Rideaux occultants, Peignoirs, Climatisation, Salle de bain supplémentaire, Cafetière/théière, TV par câble/satellite, Canapé-lit, Douche à l'italienne, Vue sur l'océan, Vue sur la piscine, Chambres non-fumeurs, Suites, Chambres familiales;4,0 5 étoiles
66;Marina Bay Tangier;152 Ave Mohammed VI, Tanger (Tanja) 90000 Maroc;null;null;Cet hôtel mythique de Tanger s'inspire des lignes des bateaux pour dresser ses lignes architecturales. Un second souffle audacieux est donné à cette somptueuse adresse en bord de mer, à proximité des captivants musée Forbes et musée des Arts Marocains pour une immersion dans la légendaire ville bleue. Conçues dans la modernité et le pragmatisme et offrant un panorama sur la méditerranée, nos 132 chambres & suites sont spécialement apprêtées pour le confort et le bien être des hommes d’affaires de passage à Tanger.;, Restaurant Vandalucia 1 min, Ray's San Francisco Sports Café 5 min, Tangerino 7 min, Ali Baba 2 min, Ibn Batouta Mall 4 min, Tangerinn 6 min, Kounouz Ibn Batouta Mall 4 min, Kounouz Ibn Batouta Mall 4 min;", Boukhalef Airport12 km
Voir tous les vols, Sania Ramel Airport49 km
Voir tous les vols";Français, Anglais, Espagnol, Arabe;, Parking privé gratuit à proximité, Internet haut débit gratuit (Wi-Fi), Piscine, Centre de remise en forme/Salle de sport, Bar/lounge, Plage, Discothèque/DJ, Babysitting, Rideaux occultants, Peignoirs, Climatisation, Bureau, Service de ménage, Cafetière/théière, TV par câble/satellite, Douche à l'italienne, Vue sur l'océan, Vue sur la piscine, Chambres non-fumeurs, Suites, Chambres familiales;5,0 5 étoiles
67;Hotel Royal Tulip City Center Tanger;Route Malabata, Tanger (Tanja) 90000 Maroc;null;null;Découvrez une nouvelle vision de l’hôtellerie de luxe à l’hôtel 5 étoiles Royal Tulip City Center Tanger. Idéalement situé au cœur du quartier d’affaires et touristique de la ville, notre hôtel se trouve à seulement 10 minutes à pied des plages et des principaux sites d’intérêts. Avec ses 218 chambres et suites de luxe, ses restaurants haut-de-gamme, son grand spa de 2 000 m2, son centre de fitness et son centre de conférences high-tech d’une capacité d’accueil de 1 000 participants, notre hôtel vous offre le nec plus ultra en matière de confort et d’élégance. Que vous voyagiez à Tanger pour votre travail ou vos loisirs, notre personnel aimable, compétent et efficace, fera son possible pour vous offrir un service de grande qualité afin de rendre votre séjour à Tanger mémorable.;, Mesana Restaurante 8 min, Kandinsky Plaza 6 min, Nono Lounge Restaurant 7 min, panorama 9 min, Villa Harris Park 3 min, VIVA MARRUECOS 3 min, La Esquinita 3 min;", Boukhalef Airport14 km
Voir tous les vols, Sania Ramel Airport47 km
Voir tous les vols";Français, Anglais, Espagnol, Arabe;, Parking gratuit, Internet haut débit gratuit (Wi-Fi), Piscine, Centre de remise en forme/Salle de sport, Petit-déjeuner inclus, Séjour gratuit pour les enfants, Navette aéroport, Centre d'affaires avec accès Internet, Rideaux occultants, Peignoirs, Climatisation, Bureau, Cafetière/théière, TV par câble/satellite, Lits extra longs, Baignoire/douche, Chambres non-fumeurs, Suites, Chambres familiales;4,0 5 étoiles
68;Palais Zahia;Rue de la Marine No 76 Place Souk Dakhel Petit Socco, Tanger (Tanja) 90000 Maroc;null;null;"Tout le monde a besoin d'un cocon douillet où se reposer. Le Palais Zahia est l'établissement parfait pour les voyageurs souhaitant se ressourcer lors de leur séjour à Tanger (Tanja). Réputé pour son cadre familial et sa proximité de grands restaurants et attractions, le Palais Zahia vous permet de profiter pleinement de ce que Tanger (Tanja) a de mieux à offrir.
Les chambres comprennent une climatisation, un minibar et un réfrigérateur. Le petit hôtel met également à votre disposition un wi-fi gratuit.";, Restaurant Ahlen 1 min, Restaurant Kebdani 3 min, Restaurant Al Maimouni 2 min, Dar Al Maghrebia 4 min, Tangier patito tours 3 min, Musée de la Légation américaine 3 min, Petit Socco 1 min, Mouha tour tanger 6 min;", Boukhalef Airport12 km
Voir tous les vols, Sania Ramel Airport50 km
Voir tous les vols";Français, Anglais;, Parking gratuit, Internet haut débit gratuit (Wi-Fi), Sauna, Petit-déjeuner inclus, Navette aéroport, Spa, Terrasse sur le toit, Concierge, Climatisation, Service en chambre, Minibar, Réfrigérateur, Chambres non-fumeurs, Suites, Chambres familiales;5,0 5 étoiles
69;Hilton Tanger City Center Hotel & Residences;Place du Maghreb Arabe Tanger City Center, Tanger (Tanja) 90000 Maroc;tel:0033800907546;https://www.tripadvisor.fr/Commerce?p=TABAIndependentHotels&src=139925901&geo=12349332&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=899440&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=255797721&managed=false&capped=false&gosox=UesAOQ-3U6srp7y5lRpA4fY37RBGMg15qEprW9htWNg6QcaDIdoeaStH9X1x6fcbtTBJMWLqDYB4ZNe5zmZDbygsg4RUFLpzVaB4MVKelwbRyC5feqBJozuPyPAUJltb&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&dated=true&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=1&cs=1dc994a2c285ae42db7e6aaa737489192&ba_uid=41e51537-1001-408a-be34-9edd3dac5938;"Découvrez pourquoi l'Hilton Tanger City Center Hotel & Residences est l'hôtel préféré des voyageurs visitant Tanger (Tanja). Mélange idéal entre rapport qualité/prix et confort, il offre un cadre familial avec une gamme de services conçus pour les voyageurs comme vous.
Avec ses chambres équipées d'une télévision à écran plat, d'un minibar et d'une climatisation, l'hôtel deviendra rapidement votre second chez vous. De plus, l'hôtel offre un wi-fi gratuit.";, Mesana Restaurante 4 min, Kandinsky Plaza 4 min, Restaurant Annajma 11 min, Nono Lounge Restaurant 5 min, Tangier Beach 11 min, Villa Harris Park 7 min, VIVA MARRUECOS 7 min, La Esquinita 7 min;", Boukhalef Airport13 km
Voir tous les vols, Sania Ramel Airport47 km
Voir tous les vols";Français, Anglais, Espagnol, Arabe;, Parking gratuit, Internet haut débit gratuit (Wi-Fi), Piscine, Centre de remise en forme/Salle de sport, Bar/lounge, Babysitting, Activités pour les enfants (Enfants/Pour les familles), Navette aéroport, Climatisation, Bureau, Service de ménage, Service en chambre, Minibar, Télévision à écran plat, Baignoire/douche, Sèche-cheveux, Vue sur l'océan, Chambres non-fumeurs, Suites, Chambres familiales, Chambres fumeurs disponibles;4,0 5 étoiles
70;Dar Chams Tanja;2 rue Jnan Kaptan Medina Bab el Assa, Tanger (Tanja) 90000 Maroc;null;null;Au carrefour de la Kasbah et de la médina, la maison d'hôtes Dar Chams Tanja offre une vue exceptionnelle sur Tanger, sa baie et le détroit de Gibraltar. L'accès aux souks est facile. La maison d'hôtes vous accueille chaleureusement et vous propose équipements, service et confort de haute qualité. Au Dar Chams Tanja vous trouverez la quiétude que vous êtes venus chercher. Dar Chams Tanja est une maison d'hôtes traditionnelle marocaine de haut standing: les suites et chambres disposent de la climatisation réversible, TV satellite 16/9, système de son, accès wifi gratuit, literie de haute qualité et salle de bain privatives. Les invités peuvent dîner sur demande. Nous servons une cuisine marocaine typique dans la salle à manger ou sur la terrasse avec une top vue. Réception 24/24, sécurité maximum avec cameras et gardien. Un centre de bien-être est à disposition dans la maison avec hammam, gommage et massage!!.;, Restaurant Ahlen 4 min, Restaurant Kebdani 3 min, Restaurant Al Maimouni 5 min, Dar Al Maghrebia 3 min, Tangier patito tours 1 min, Musée de la Légation américaine 6 min, Petit Socco 4 min, Mouha tour tanger 3 min;", Boukhalef Airport12 km
Voir tous les vols, Sania Ramel Airport50 km
Voir tous les vols";Français, Anglais, Espagnol, Arabe;, Parking public payant à proximité, Internet haut débit gratuit (Wi-Fi), Petit-déjeuner inclus, Navette aéroport, Massage corporel complet, Terrasse sur le toit, Consigne, Arrivée/départ express, Chambres insonorisées, Peignoirs, Climatisation, Bureau, Service de ménage, Coffre-fort, Télévision à écran plat, Baignoire/douche, Chambres non-fumeurs, Suites, Chambres familiales;5,0 5 étoiles
71;El Minzah Hotel;85 Rue de la Liberte, Tanger (Tanja) 90000 Maroc;null;null;"Découvrez pourquoi l'El Minzah Hotel est l'hôtel préféré des voyageurs visitant Tanger (Tanja). Offrant un grand confort et un excellent rapport qualité-prix, il propose un cadre un romantique et un large éventail de services conçus pour les voyageurs comme vous.
Situé à proximité des monuments les plus célèbres de Tanger (Tanja), comme Terrasse des Paresseux (0,1 km) et Place du Grand 9 Avril 1947 (0,3 km), l'El Minzah Hotel est une destination idéale pour les touristes.";, Dar Al Maghrebia 6 min, Le Saveur du Poisson 2 min, Abou Tayssir - Syrian Restaurant 7 min, Restaurant Palais Zahia 6 min, Musée de la Légation américaine 3 min, Eglise Saint André 4 min, Petit Socco 6 min, Moshe Nahon Synagogue 5 min;", Boukhalef Airport12 km
Voir tous les vols, Sania Ramel Airport50 km
Voir tous les vols";Français, Anglais, Espagnol, Arabe;, Internet haut débit gratuit (Wi-Fi), Piscine, Centre de remise en forme/Salle de sport, Petit-déjeuner inclus, Location de voitures, Centre d'affaires avec accès Internet, Salles de conférence, Spa, Rideaux occultants, Climatisation, Bureau, Service de ménage, Minibar, TV par câble/satellite, Lits extra longs, Bidet, Vue sur l'océan, Vue sur la ville, Vue sur la piscine, Chambres non-fumeurs, Chambres familiales;5,0 5 étoiles
72;Pestana Tanger City Center;Place du Maghreb Arabe, Edf. R1B, Tanger (Tanja) 90000 Maroc;null;null;null;, au petit Liban 12 min, K-Tani 10 min, Restaurant Al Andalous 7 min, Restaurant 3P 6 min, Ba Kacem Beach 8 min, Tanger City Mall 1 min, Souk Haddadine 9 min, Recycle Fashion 8 min;", Boukhalef Airport11 km
Voir tous les vols, Sania Ramel Airport49 km
Voir tous les vols";Français, Anglais;, Parking gratuit, Internet gratuit, Wi-Fi, Bar/lounge, Salles de réunion, Arrivée 24 heures sur 24, Réception 24 heures sur 24, Lave-linge, Climatisation, Coffre-fort, Salles de bain privatives, Kitchenette, Micro-ondes, Réfrigérateur, Télévision à écran plat, Baignoire/douche, Suites, Chambres familiales;5,0 5 étoiles
73;Riad Dar EL Malaika;26 Rue du Docteur Blanc, El Jadida 24010 Maroc;tel:0656219068;https://www.tripadvisor.fr/Commerce?p=TABAIndependentHotels&src=0&geo=14040366&from=Hotel_Review&area=Spons&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=255798423&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkYN9IlaR3GZ2mxvudXMeLFMC5YQ_1eylLSp9txPG-MvxWnRwAnnCnJ_K14IwoncjUw&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=1&cs=1c83bb36024e09fa2dafcb64897e30565&ba_uid=edbca139-686d-4124-bcb0-3ad49269a61b;null;, Le Lokal 6 min, La portugaise 6 min, La Capitainerie 7 min, Snack El Bahri 7 min, Citerne Portugaise 6 min, Cité Portugaise 6 min, Mosquee de la Cite Portugaise 6 min, Marche central d'El Jadida 12 min;", Sale Airport185 km
Voir tous les vols";Français, Anglais, Espagnol, Arabe et 1 autre;, Parking public payant à proximité, Internet haut débit gratuit (Wi-Fi), Petit-déjeuner inclus, Plage, Casino et jeux d'argent, Chaînes de télévision pour enfants, Chaises hautes disponibles, Animaux domestiques autorisés (Chien/Animaux de compagnie), Rideaux occultants, Climatisation, Service de ménage, Coffre-fort, Coin salon, Cafetière/théière, TV par câble/satellite, Bidet, Suite nuptiale, Chambres non-fumeurs, Suites, Chambres familiales;4,0 5 étoiles
74;Mazagan Beach & Golf Resort;Km 10, Casablanca Road, El Jadida 24000 Maroc;tel:0523388000;https://www.tripadvisor.fr/Commerce?p=TABAIndependentHotels&src=0&geo=1532223&from=Hotel_Review&area=&slot=3&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=255798448&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkT7LT8DrhfrwrrkViSADcs4UpVWHCcle4JRXtvoY-mKtafx-eR63dsgVtIRsXNHdwg&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=3&cs=1f66d5dacd9ca047d7e5fe439382af4de&ba_uid=4f4efa25-de76-4180-8d7e-3dcee989e6f7;Mazagan Beach & Golf Resort est une destination touristique unique avec 492 chambres et suites. Explorez le Maroc, une terre de culture et de tradition riche, tout en profitant de tout le confort que notre station a à offrir. Profitez du climat doux du Maroc toute l'année et profitez de notre plage, qui s'étend sur 7 kilomètres le long de la côte atlantique. Nous garantissons du plaisir pour toute la famille avec des clubs pour enfants de tous âges, des restaurants et des bars, un spa de classe mondiale, un casino et une discothèque, ainsi que des sports et autres activités de loisirs. Jouez dans notre parcours de golf par-72 de 18 trous, conçu pour les joueurs de tous niveaux et offrant une vue imprenable sur l'océan Atlantique.;, Sel de Mer 2 min, Buddha-Bar Beach 5 min, Market Place 2 min, Bushra By Buddha Bar Moyen-Orient, Haouzia Beach Plages, Medina of Azemmour Monuments & Points d'intérêt, Oum er Rbia River Plans d'eau;", Anfa Airport74 km
Voir tous les vols, Mohamed V Airport75 km
Voir tous les vols";Français, Anglais, Arabe;, Parking gratuit, Internet haut débit gratuit (Wi-Fi), Piscine, Centre de remise en forme/Salle de sport, Petit-déjeuner inclus, Plage, Tir à l'arc, Babysitting, Rideaux occultants, Peignoirs, Climatisation, Plage privée, Cafetière/théière, TV par câble/satellite, Canapé-lit, Douche à l'italienne, Vue sur l'océan, Vue sur la piscine, Chambres non-fumeurs, Suites, Chambres familiales, Chambres fumeurs disponibles;null
75;Pullman Mazagan Royal Golf & Spa;Route de Casablanca km 7 Bp 116, El Jadida 24000 Maroc;null;null;Niché au fond de la superbe baie d'El Jadida à 90 kilomètres au sud de Casablanca, le Pullman Mazagan Royal Golf & Spa offre l'un des plus beaux dix-huit trous du Maroc. Donnant sur une côte atlantique à la fois belle et sauvage, le Pullman Mazagan Royal Golf & Spa a été récemment rénové. Doté d'un Spa et d'une piscine extérieure, cet hôtel haut de gamme propose une cuisine raffinée ainsi que deux salles de conférences. L'hôtel dispose d'un cadre rêvé pour pratiquer du golf et se ressourcer.;, Le Privé Restaurant 7.4 km, Le Lokal 7.3 km, Ragazzi 7 km, La portugaise 7.4 km, Citerne Portugaise 7.4 km, Cité Portugaise 7.4 km, Haouzia Beach 3.4 km, Mosquee de la Cite Portugaise 7.4 km;", Anfa Airport78 km
Voir tous les vols, Mohamed V Airport79 km
Voir tous les vols";Français, Anglais, Arabe;, Parking gratuit, Internet haut débit gratuit (Wi-Fi), Piscine, Centre de remise en forme/Salle de sport, Petit-déjeuner inclus, Plage, Terrain de golf, Séjour gratuit pour les enfants, Climatisation, Service de ménage, Balcon privé, Service en chambre, Coffre-fort, Minibar, Réfrigérateur, Télévision à écran plat, Vue sur l'océan, Suite nuptiale, Chambres non-fumeurs, Suites, Chambres familiales;5,0 5 étoiles
76;ibis El Jadida Hotel;Route de Casablanca Place Nour El Kamar, El Jadida 24000 Maroc;null;null;"Excellent choix pour les voyageurs visitant El Jadida, l'Ibis El Jadida offre de nombreux services conçus pour sublimer votre séjour.
Les chambres comprennent une climatisation. L'hôtel met également à votre disposition un wi-fi gratuit.
L'Ibis El Jadida dispose d'une réception ouverte 24 heures sur 24, d'un service de chambre et d'un stockage des bagages, pour rendre votre séjour plus agréable. L'établissement possède également piscine et restaurant. Si vous vous rendez à l'Ibis El Jadida en véhicule, n'hésitez pas à utiliser le parking gratuit.";, Ragazzi 8 min, La Grillardiere 8 min, Ali Baba ( au clair de lune) 3 min, Kalaat Naji Eljadida 6 min, L'Horizon Bar 6 min, Whatsapp Pool 9 min, Palm Tree Nightclub 6 min, Club House du DHJ 4 min;", Sale Airport184 km
Voir tous les vols";Français, Anglais, Arabe;, Parking gratuit, Internet haut débit gratuit (Wi-Fi), Piscine, Bar/lounge, Plage, Séjour gratuit pour les enfants, Animaux domestiques autorisés (Chien/Animaux de compagnie), Navette aéroport, Climatisation, Service de ménage, Service en chambre, Coffre-fort, Téléphone, Télévision à écran plat, Baignoire/douche, Sèche-cheveux, Vue sur l'océan, Chambres non-fumeurs, Chambres familiales;5,0 5 étoiles
77;Riad Soleil d'Orient;131 Derb El Hajjar, El Jadida 24010 Maroc;null;null;Le Riad Soleil d'Orient se trouve au cœur de la médina d'El Jadida, à 10 minutes à pied de la plage d'El Jadida. Il possède un toit-terrasse panoramique et la connexion Wi-Fi gratuite.Il propose des chambres spacieuses et confortables, toutes dotées d'un décor unique et d'un thème de couleur particulier. Elles sont équipées de tout le confort moderne, comme la télévision à écran LCD, la connexion Wi-Fi et la climatisation individuelle.;, Le Lokal 9 min, La portugaise 8 min, Chez Kiki - Le Marché du Poisson 12 min, La Capitainerie 10 min, Citerne Portugaise 8 min, Cité Portugaise 8 min, Mosquee de la Cite Portugaise 8 min, Marche central d'El Jadida 11 min;", Sale Airport185 km
Voir tous les vols";Français, Anglais, Arabe;, Parking public payant à proximité, Internet haut débit gratuit (Wi-Fi), Petit-déjeuner inclus, Équitation, Navette aéroport, Massage des pieds, Terrasse sur le toit, Consigne, Climatisation, Service de ménage, Coffre-fort, Coin salon, Télévision à écran plat, Baignoire/douche, Produits de toilette gratuits, Sèche-cheveux, Chambres non-fumeurs, Suites, Chambres familiales;3,0 5 étoiles
78;Dar Del Mare;18 Rue Josef Amiel Cité portugaise, El Jadida 24010 Maroc;null;null;"Vous êtes à la recherche d'un cadre romantique et d'une gamme de services conçus pour sublimer votre séjour à El Jadida ? Alors le Dar Del Mare vous apportera entière satisfaction.
Grâce à son emplacement tout près des monuments populaires, comme Church of the Assumption (0,1 km) et Chateau Buisson dit Chateau Rouge (0,9 km), les clients du Dar Del Mare pourront facilement profiter des attractions les plus célèbres de El Jadida.";, Le Lokal 2 min, La portugaise 3 min, La Capitainerie 2 min, Snack El Bahri 5 min, Citerne Portugaise 2 min, Cité Portugaise 2 min, Mosquee de la Cite Portugaise 2 min, Chapel of St Sebastian 1 min;", Sale Airport184 km
Voir tous les vols";Français, Anglais;, Parking public payant à proximité, Internet haut débit gratuit (Wi-Fi), Petit-déjeuner inclus, Terrain de golf, Randonnée, Navette aéroport, Terrasse sur le toit, Hôtel non-fumeur, Chambres non-fumeurs, Chambres familiales;3,5 5 étoiles
79;Villa Aboulanwar;33 Lotissement Ennawrasse 1, El Jadida 24000 Maroc;null;null;"Vous cherchez une chambre d'hôtes à El Jadida ? Bienvenue à la Villa Aboulanwar, un établissement de choix pour les voyageurs comme vous.
Les chambres comprennent une kitchenette. La chambre d'hôtes met également à votre disposition un wi-fi gratuit.
Si vous vous rendez à la Villa Aboulanwar en véhicule, n'hésitez pas à utiliser le parking gratuit.";, Yalo Pizza 12 min, Villa Les 7 Pains 11 min, Cappuccino 4 min, L'Océan Café, Le Phare d'El Jadida Phares;", Sale Airport186 km
Voir tous les vols";Français, Anglais;, Parking gratuit, Internet haut débit gratuit (Wi-Fi), Wi-Fi, Navette aéroport, Kitchenette;null
80;Maison d' Hotes de la Cite Portugaise d'El Jadida;No 9 Rue 8 Cite Portugaise, El Jadida 24000 Maroc;null;null;Tout le monde a besoin d'un cocon douillet où se reposer. Le Maison d' Hotes de la Cite Portugaise d'El Jadida est l'établissement parfait pour les voyageurs souhaitant se ressourcer lors de leur séjour à El Jadida. Réputé pour son cadre romantique et sa proximité de grands restaurants et attractions, le Maison d' Hotes de la Cite Portugaise d'El Jadida vous permet de profiter pleinement de ce que El Jadida a de mieux à offrir.;, Le Lokal 1 min, La portugaise 2 min, La Capitainerie 1 min, Snack El Bahri 3 min, Citerne Portugaise 1 min, Cité Portugaise 1 min, Mosquee de la Cite Portugaise 2 min, Espace de la Mémoire Historique de la Résistance et de la Libération 7 min;", Sale Airport184 km
Voir tous les vols";Français, Anglais, Espagnol, Arabe;, Parking public payant à proximité, Internet haut débit gratuit (Wi-Fi), Petit-déjeuner inclus, Terrain de golf, Randonnée, Babysitting, Animaux domestiques autorisés (Chien/Animaux de compagnie), Navette aéroport, Chambres insonorisées, Service en chambre, Chambres non-fumeurs, Chambres familiales;null
81;Hotel L'Iglesia;Eglise Saint Antoine de Padoue Cité Portugaise, El Jadida 24000 Maroc;null;null;Le premier hôtel de charme dans la vieille ville portugaise d'El Jadida. L'Iglesia est une ancienne église espagnole du 19ème siècle, aujourd'hui décorée dans le style des années 1930-50, avec vue sur l'océan et la vieille ville portugaise, et une partie de l'hotel est logée dans l'ancien consulat américain où se trouve le restaurant (avec une grande terrasse à côté des remparts). L'hôtel a une vue étonnante et chaque pièce a une décoration différente.;, Le Lokal 2 min, La portugaise 2 min, La Capitainerie 2 min, Snack El Bahri 4 min, Citerne Portugaise 2 min, Cité Portugaise 1 min, Mosquee de la Cite Portugaise 2 min, Chapel of St Sebastian 2 min;", Sale Airport184 km
Voir tous les vols";Français, Anglais, Arabe;, Parking public payant sur site, Internet haut débit gratuit (Wi-Fi), Petit-déjeuner inclus, Plage, Location de vélos, Babysitting, Activités pour les enfants (Enfants/Pour les familles), Navette aéroport, Service de ménage, Coffre-fort, Équipements de chambre VIP, Eau en bouteille, Chambres non-fumeurs, Suites, Chambres familiales, Chambres fumeurs disponibles;2,0 5 étoiles
82;Hotel Centre Ville;Centre de Ville Avenue Mohammed VI, El Jadida Maroc;null;null;null;, Le Privé Restaurant 5 min, Kalaat Naji Eljadida 6 min, l'Elysee 4 min, O'Parc 5 min, Deauville Plage Plages, Espace de la Mémoire Historique de la Résistance et de la Libération Musées d'histoire, L'Horizon Bar Bars et clubs;", Sale Airport184 km
Voir tous les vols";null;, Internet haut débit gratuit (Wi-Fi), Internet, Climatisation;null
